Tree_ID,Date_Modif,Species_ID,Name_Botan,Name_Commo,Height_Gro,Height_Min,Height_Max,DBH_Group,DBH_Min,DBH_Max,District,Address,Street,On_Address,On_Street,Tree_Numbe,Location_D,Census_Tra,california,long_NAD83,lat_nad83
10947186,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1043,MAPLE ST,1043,MAPLE ST,1,Front,18,363,363806.3075,3764136.853
10946738,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,2207,LINCOLN BL,800,PACIFIC ST,1,Side,18,363,363320.6438,3764288.51
10947054,3/14/2016 10:41,22,Schinus molle,California Pepper,2,15,30,2,7,12,20,2523,EUCLID ST,2523,EUCLID ST,1,Front,18,363,364066.5398,3764217.637
10947164,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,20,1331,MAPLE ST,1331,MAPLE ST,1,Front,18,363,364093.7002,3764332.891
10947169,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1311,MAPLE ST,1311,MAPLE ST,1,Front,18,363,364044.4635,3764296.92
10946675,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,1345,PACIFIC ST,1345,PACIFIC ST,2,Front,18,363,363867.6954,3764676.873
10946542,3/14/2016 10:41,486,Arbutus 'Marina',Marina Arbutus,1,1,15,1,0,6,20,1506,GRANT ST,1506,GRANT ST,1,Front,18,363,363935.5917,3764822.077
10947251,3/14/2016 10:41,5,Liquidambar styraciflua,American Sweetgum,2,15,30,3,13,18,20,1351,PACIFIC ST,2130,14TH ST,2,Side,18,363,363880.4927,3764708.926
10947014,3/14/2016 10:41,82,Metrosideros excelsus,New Zealand Christmas Tree,2,15,30,3,13,18,20,2044,EUCLID ST,2044,EUCLID ST,2,Front,18,363,363644.0812,3764704.381
10947110,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,20,1024,MAPLE ST,1024,MAPLE ST,1,Front,18,363,363764.0339,3764093.008
10946300,3/14/2016 10:41,5,Liquidambar styraciflua,American Sweetgum,1,1,15,2,7,12,20,1315,OCEAN PARK BL,1315,OCEAN PARK BL,1,Front,18,363,364127.8048,3764229.275
10946743,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,822,PACIFIC ST,822,PACIFIC ST,1,Front,18,363,363357.8661,3764313.786
10946448,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1218,BAY ST,1218,BAY ST,1,Front,18,363,363590.2625,3764705.376
10946673,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,1351,PACIFIC ST,1351,PACIFIC ST,2,Front,18,363,363880.5365,3764685.818
10947138,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1340,MAPLE ST,1340,MAPLE ST,4,Front,18,363,364157.2321,3764354.845
10947048,3/14/2016 10:41,82,Metrosideros excelsus,New Zealand Christmas Tree,2,15,30,3,13,18,20,2502,EUCLID ST,2502,EUCLID ST,2,Front,18,363,364028.6404,3764236.574
10946450,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,4,45,60,6,31,0,20,2036,EUCLID ST,1220,BAY ST,2,Side,18,363,363614.3267,3764723.535
10946541,3/14/2016 10:41,486,Arbutus 'Marina',Marina Arbutus,1,1,15,1,0,6,20,1424,GRANT ST,1424,GRANT ST,1,Front,18,363,363911.4929,3764805.7
10946656,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1502,PACIFIC ST,1502,PACIFIC ST,1,Front,18,363,363986.1228,3764735.545
10947107,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1008,MAPLE ST,1008,MAPLE ST,1,Front,18,363,363728.2988,3764065.612
10947018,3/14/2016 10:41,82,Metrosideros excelsus,New Zealand Christmas Tree,2,15,30,2,7,12,20,1225,GRANT ST,2050,EUCLID ST,3,Side,18,363,363667.5573,3764675.596
10947143,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1420,MAPLE ST,1420,MAPLE ST,2,Front,18,363,364244.7967,3764416.915
10946726,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,4,19,24,20,835,PACIFIC ST,835,PACIFIC ST,2,Front,18,363,363391.2626,3764354.055
10946732,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,815,PACIFIC ST,815,PACIFIC ST,3,Front,18,363,363353.2797,3764328.207
10945732,3/14/2016 10:41,12,Brachychiton populneus,Bottle Tree,2,15,30,2,7,12,19,2,LOS AMIGOS PARK,2,LOS AMIGOS PARK,10,Park,16,363,363185.8249,3763894.513
10946600,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,2101,LINCOLN BL,800,GRANT ST,1,Side,18,363,363242.6141,3764361.185
10945879,3/14/2016 10:41,75,Washingtonia robusta,Mexican Fan Palm,5,60,0,4,19,24,19,2202,LINCOLN BL,730,PACIFIC ST,1,Side,16,363,363263.8255,3764276.799
10946357,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,20,2504,11TH ST,2504,11TH ST,1,Front,18,363,363841.8432,3764133.928
10946362,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1048,PINE ST,2440,11TH ST,2,Side,18,363,363785.5981,3764200.592
10946652,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,2201,14TH ST,1400,PACIFIC ST,2,Side,18,363,363936.9173,3764705.309
10946669,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1411,PACIFIC ST,1411,PACIFIC ST,1,Front,18,363,363940.1337,3764726.374
10946736,3/14/2016 10:41,236,Tristaniopsis laurina,Water Gum,1,1,15,1,0,6,20,2127,LINCOLN BL,801,PACIFIC ST,2,Side,18,363,363316.4407,3764303.291
10947170,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1307,MAPLE ST,1307,MAPLE ST,1,Front,18,363,364033.4548,3764290.673
10946939,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,20,1038,PINE ST,1038,PINE ST,1,Front,18,363,363737.4024,3764193.156
10946327,3/14/2016 10:41,230,Tipuana tipu,Tipu,2,15,30,1,0,6,20,1322,OCEAN PARK BL,1322,OCEAN PARK BL,1,Front,19,363,364152.7698,3764225.189
10947013,3/14/2016 10:41,82,Metrosideros excelsus,New Zealand Christmas Tree,2,15,30,3,13,18,20,2044,EUCLID ST,2044,EUCLID ST,1,Front,18,363,363639.7395,3764709.869
10946676,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,1345,PACIFIC ST,1345,PACIFIC ST,1,Front,18,363,363860.8958,3764672.21
10946449,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,2036,EUCLID ST,1220,BAY ST,1,Side,18,363,363603.8099,3764715.143
10946739,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,4,19,24,20,2207,LINCOLN BL,800,PACIFIC ST,2,Side,18,363,363326.8772,3764292.712
10947252,3/14/2016 10:41,5,Liquidambar styraciflua,American Sweetgum,2,15,30,2,7,12,20,1351,PACIFIC ST,2130,14TH ST,3,Side,18,363,363888.0006,3764698.433
10946729,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,4,19,24,20,831,PACIFIC ST,831,PACIFIC ST,1,Front,18,363,363372.6349,3764341.701
10947167,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1319,MAPLE ST,1319,MAPLE ST,1,Front,18,363,364065.4838,3764312.007
10947187,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1037,MAPLE ST,1037,MAPLE ST,1,Front,18,363,363796.1014,3764125.756
10947053,3/14/2016 10:41,22,Schinus molle,California Pepper,2,15,30,2,7,12,20,2525,EUCLID ST,2525,EUCLID ST,1,Front,18,363,364071.0414,3764212.046
10946379,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1103,MAPLE ST,2455,11TH ST,1,Side,18,363,363816.5212,3764191.046
10947094,3/14/2016 10:41,82,Metrosideros excelsus,New Zealand Christmas Tree,2,15,30,3,13,18,20,2027,EUCLID ST,2027,EUCLID ST,1,Front,18,363,363628.9103,3764749.328
10947089,3/14/2016 10:41,24,Cinnamomum camphora,Camphor Tree,3,30,45,3,13,18,20,1301,GRANT ST,2055,EUCLID ST,1,Side,18,363,363676.4263,3764691.821
10947139,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1402,MAPLE ST,1402,MAPLE ST,1,Front,18,363,364187.6675,3764377.326
10946744,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,2,7,12,20,822,PACIFIC ST,822,PACIFIC ST,2,Front,18,363,363363.3729,3764317.962
10946727,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,835,PACIFIC ST,835,PACIFIC ST,1,Front,18,363,363385.1231,3764349.967
10947108,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1014,MAPLE ST,1014,MAPLE ST,1,Front,18,363,363740.0512,3764075.339
10947057,3/14/2016 10:41,82,Metrosideros excelsus,New Zealand Christmas Tree,1,1,15,2,7,12,20,2511,EUCLID ST,2511,EUCLID ST,1,Front,18,363,364046.1797,3764242.503
10947253,3/14/2016 10:41,340,Liquidambar styraciflua 'Rotundiloba',Round-Leafed Sweetgum,1,1,15,1,0,6,20,1352,PACIFIC ST,2200,14TH ST,1,Side,18,363,363907.2198,3764674.97
10946668,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,20,1415,PACIFIC ST,1415,PACIFIC ST,1,Front,18,363,363952.785,3764735.509
10946746,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,2,7,12,20,828,PACIFIC ST,828,PACIFIC ST,2,Front,18,363,363377.562,3764326.816
10945878,3/14/2016 10:41,1563,Quercus tomentella,Island Oak,2,15,30,2,7,12,19,728,PACIFIC ST,728,PACIFIC ST,3,Front,16,363,363254.5203,3764269.793
10946731,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,823,PACIFIC ST,823,PACIFIC ST,1,Front,18,363,363359.0695,3764333.505
10947226,3/14/2016 10:41,5,Liquidambar styraciflua,American Sweetgum,3,30,45,4,19,24,20,1401,PACIFIC ST,2135,14TH ST,1,Side,18,363,363883.6331,3764731.012
10945733,3/14/2016 10:41,12,Brachychiton populneus,Bottle Tree,1,1,15,3,13,18,19,2,LOS AMIGOS PARK,2,LOS AMIGOS PARK,11,Park,16,363,363190.9967,3763889.67
10946651,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,2201,14TH ST,1400,PACIFIC ST,1,Side,18,363,363926.4667,3764696.698
10946666,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1501,PACIFIC ST,1501,PACIFIC ST,1,Front,18,363,363979.7162,3764752.079
10946569,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,20,1301,GRANT ST,1301,GRANT ST,1,Front,18,363,363697.2928,3764679.59
10946537,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,20,1402,GRANT ST,1402,GRANT ST,1,Front,18,363,363861.1851,3764770.04
10946735,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,2127,LINCOLN BL,801,PACIFIC ST,3,Side,18,363,363320.9413,3764306.504
10946356,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,20,2504,11TH ST,2504,11TH ST,2,Front,18,363,363851.0197,3764121.923
10947130,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1310,MAPLE ST,1310,MAPLE ST,1,Front,18,363,364048.415,3764281.244
10946655,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1422,PACIFIC ST,1422,PACIFIC ST,1,Front,18,363,363973.6818,3764731.528
10947171,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1301,MAPLE ST,1301,MAPLE ST,1,Front,18,363,364024.3445,3764283.858
10946538,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1408,GRANT ST,1408,GRANT ST,1,Front,18,363,363876.3684,3764781.83
10947099,3/14/2016 10:41,329,Dodonaea viscosa,Hopseed,2,15,30,2,7,12,20,1302,PICO BL,2001,EUCLID ST,2,Side,18,363,363594.9823,3764790.799
10947050,3/14/2016 10:41,82,Metrosideros excelsus,New Zealand Christmas Tree,2,15,30,3,13,18,20,2520,EUCLID ST,2520,EUCLID ST,1,Front,18,363,364050.198,3764210.249
10945875,3/14/2016 10:41,75,Washingtonia robusta,Mexican Fan Palm,5,60,0,4,19,24,19,724,PACIFIC ST,724,PACIFIC ST,5,Front,16,363,363240.6962,3764260.486
10947145,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1502,MAPLE ST,1502,MAPLE ST,2,Front,18,363,364267.6706,3764433.063
10946665,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1511,PACIFIC ST,1511,PACIFIC ST,1,Front,18,363,364003.9057,3764768.49
10946360,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1047,MAPLE ST,2460,11TH ST,1,Side,18,363,363804.0424,3764177.875
10947088,3/14/2016 10:41,24,Cinnamomum camphora,Camphor Tree,3,30,45,3,13,18,20,1301,GRANT ST,2055,EUCLID ST,2,Side,18,363,363684.9624,3764681.899
10946380,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,20,1103,MAPLE ST,2455,11TH ST,2,Side,18,363,363824.0379,3764181.281
10946728,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,831,PACIFIC ST,831,PACIFIC ST,2,Front,18,363,363381.3465,3764347.011
10947114,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1044,MAPLE ST,1044,MAPLE ST,1,Front,18,363,363815.7687,3764125.038
10946740,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,2207,LINCOLN BL,800,PACIFIC ST,3,Side,18,363,363334.3843,3764297.355
10947134,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1330,MAPLE ST,1330,MAPLE ST,1,Front,18,363,364103.2565,3764321.019
10946540,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1418,GRANT ST,1418,GRANT ST,1,Front,18,363,363899.9738,3764797.859
10947056,3/14/2016 10:41,82,Metrosideros excelsus,New Zealand Christmas Tree,1,1,15,2,7,12,20,2511,EUCLID ST,2511,EUCLID ST,2,Front,18,363,364049.6561,3764238.261
10946672,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,3,13,18,20,1351,PACIFIC ST,1351,PACIFIC ST,3,Front,18,363,363888.0269,3764691.17
10946745,3/14/2016 10:41,107,Casuarina cunninghamiana,River She-Oak,2,15,30,4,19,24,20,828,PACIFIC ST,828,PACIFIC ST,1,Front,18,363,363371.0796,3764322.343
10947225,3/14/2016 10:41,5,Liquidambar styraciflua,American Sweetgum,3,30,45,4,19,24,20,1401,PACIFIC ST,2135,14TH ST,2,Side,18,363,363891.9986,3764721.245
10946298,3/14/2016 10:41,5,Liquidambar styraciflua,American Sweetgum,2,15,30,3,13,18,20,1307,OCEAN PARK BL,1307,OCEAN PARK BL,1,Front,18,363,364101.0594,3764211.055
10946940,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,20,1044,PINE ST,1044,PINE ST,1,Front,18,363,363750.8196,3764204.524
10946445,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,20,1204,BAY ST,1204,BAY ST,1,Front,18,363,363557.9666,3764684.675
10947152,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,20,1515,MAPLE ST,1515,MAPLE ST,1,Front,18,363,364266.4561,3764448.924
10947767,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,6,31,0,21,2202,21ST ST,2202,21ST ST,1,Front,18,363,364472.0127,3765240.656
10947632,3/14/2016 10:41,29,Cupaniopsis anacardioides,Carrotwood,2,15,30,2,7,12,21,2509,22ND ST,2509,22ND ST,1,Front,20,363,364872.2367,3764873.007
10947707,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2502,22ND ST,2502,22ND ST,1,Front,20,363,364851.803,3764874.134
10947771,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2224,21ST ST,2224,21ST ST,1,Front,18,363,364508.6114,3765190.638
10947678,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2218,22ND ST,2218,22ND ST,1,Front,20,363,364579.8024,3765274.7
10947748,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,21,2243,21ST ST,2243,21ST ST,1,Front,20,363,364556.4256,3765147.064
10947683,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2244,22ND ST,2244,22ND ST,1,Front,20,363,364621.6956,3765212.535
10947639,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2427,22ND ST,2427,22ND ST,2,Front,20,363,364812.9097,3764959.252
10947703,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2438,22ND ST,2438,22ND ST,1,Front,20,363,364816.801,3764926.549
10948081,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,6,31,0,22,2434,CLOVERFIELD BL,2434,CLOVERFIELD BL,1,Front,20,363,364968.4255,3765082.211
10947735,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2401,21ST ST,2401,21ST ST,1,Front,20,363,364692.2966,3764947.124
10948084,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,22,2448,CLOVERFIELD BL,2448,CLOVERFIELD BL,1,Front,20,363,364993.8055,3765043.918
10948101,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,4,45,60,6,31,0,22,2519,CLOVERFIELD BL,2519,CLOVERFIELD BL,1,Front,20,363,365049.0544,3764989.656
10947759,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,6,31,0,21,2125,21ST ST,2125,21ST ST,1,Front,20,363,364449.4886,3765306.855
10947858,3/14/2016 10:41,28,Prunus caroliniana,Carolina Laurel Cherry,2,15,30,4,19,24,21,2416,20TH ST,2416,20TH ST,1,Front,18,363,364623.7727,3764832.139
10948180,3/14/2016 10:41,5,Liquidambar styraciflua,American Sweetgum,2,15,30,4,19,24,22,2716,OCEAN PARK BL,2716,OCEAN PARK BL,5,Front,20,363,365558.8643,3765173.086
10947747,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2247,21ST ST,2247,21ST ST,1,Front,20,363,364564.0413,3765131.859
10947774,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,6,31,0,21,2236,21ST ST,2236,21ST ST,1,Front,18,363,364534.887,3765151.73
10947791,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2416,21ST ST,2416,21ST ST,1,Front,18,363,364702.1032,3764903.568
10948088,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,22,2516,CLOVERFIELD BL,2516,CLOVERFIELD BL,1,Front,20,363,365028.2898,3764995.203
10948105,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,22,2455,CLOVERFIELD BL,2455,CLOVERFIELD BL,1,Front,20,363,365016.6002,3765039.511
10947752,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,6,31,0,21,2221,21ST ST,2221,21ST ST,1,Front,20,363,364520.0596,3765196.889
10947727,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2441,21ST ST,2441,21ST ST,1,Front,20,363,364758.9122,3764846.523
10947710,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,21,2518,22ND ST,2518,22ND ST,1,Front,20,363,364876.5592,3764837.307
10947751,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,6,31,0,21,2227,21ST ST,2227,21ST ST,1,Front,20,363,364526.4567,3765189.365
10947679,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2224,22ND ST,2224,22ND ST,1,Front,20,363,364588.3095,3765261.712
10948109,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,22,2435,CLOVERFIELD BL,2435,CLOVERFIELD BL,1,Front,20,363,364981.0004,3765093.152
10947633,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2505,22ND ST,2505,22ND ST,1,Front,20,363,364863.8998,3764881.233
10947680,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2228,22ND ST,2228,22ND ST,1,Front,20,363,364595.6124,3765248.757
10947728,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2435,21ST ST,2435,21ST ST,1,Front,20,363,364749.1737,3764860.802
10948087,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,22,2512,CLOVERFIELD BL,2512,CLOVERFIELD BL,1,Front,20,363,365019.2285,3765008.472
10947706,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2454,22ND ST,2454,22ND ST,1,Front,20,363,364843.2092,3764887.551
10947734,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2405,21ST ST,2405,21ST ST,1,Front,20,363,364698.7625,3764936.671
10947660,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2233,22ND ST,2233,22ND ST,1,Front,20,363,364619.235,3765244.837
10947760,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2102,PICO BL,2101,21ST ST,1,Side,20,363,364438.8249,3765317.758
10947792,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2422,21ST ST,2422,21ST ST,1,Front,18,363,364712.7197,3764890.947
10947755,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,21,2201,21ST ST,2201,21ST ST,1,Front,20,363,364482.9289,3765247.985
10947702,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2432,22ND ST,2432,22ND ST,1,Front,20,363,364808.0636,3764938.127
10948082,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,22,2440,CLOVERFIELD BL,2440,CLOVERFIELD BL,1,Front,20,363,364976.1086,3765072.957
10947770,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,6,31,0,21,2218,21ST ST,2218,21ST ST,1,Front,18,363,364500.1594,3765200.679
10947787,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2344,21ST ST,2344,21ST ST,1,Front,18,363,364668.8741,3764954.032
10947775,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2242,21ST ST,2242,21ST ST,1,Front,18,363,364540.455,3765139.126
10947638,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2431,22ND ST,2431,22ND ST,1,Front,20,363,364821.5687,3764944.209
10947788,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2402,21ST ST,2402,21ST ST,1,Front,18,363,364676.7082,3764941.843
10947756,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,21,2141,21ST ST,2141,21ST ST,1,Front,20,363,364476.8455,3765260.221
10948078,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,22,2420,CLOVERFIELD BL,2420,CLOVERFIELD BL,1,Front,20,363,364943.6185,3765119.225
10948104,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,22,2505,CLOVERFIELD BL,2505,CLOVERFIELD BL,1,Front,20,363,365024.069,3765030.303
10947885,3/14/2016 10:41,28,Prunus caroliniana,Carolina Laurel Cherry,2,15,30,3,13,18,21,2415,20TH ST,2415,20TH ST,1,Front,18,363,364637.886,3764836.432
10947917,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,3,13,18,21,1702,PEARL ST,2301,17TH ST,1,Side,18,363,364314.7612,3764805.049
10947729,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,21,2427,21ST ST,2427,21ST ST,1,Front,20,363,364742.276,3764873.669
10948031,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,22,2419,CLOVERFIELD BL,2419,CLOVERFIELD BL,1,Front,20,363,364956.5046,3765129.263
