Tree_ID,Date_Modif,Species_ID,Name_Botan,Name_Commo,Height_Gro,Height_Min,Height_Max,DBH_Group,DBH_Min,DBH_Max,District,Address,Street,On_Address,On_Street,Tree_Numbe,Location_D,Census_Tra,california,long_NAD83,lat_nad83
10919870,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,7,1034,20TH ST,1034,20TH ST,1,Front,7,365,362860.9013,3766843.565
10920960,3/14/2016 10:41,24,Cinnamomum camphora,Camphor Tree,3,30,45,6,31,0,6,2020,IDAHO AV,2020,IDAHO AV,1,Front,3,365,362694.6796,3767126.43
10919957,3/14/2016 10:41,40,Cedrus deodara,Deodar Cedar,4,45,60,5,25,30,8,812,14TH ST,812,14TH ST,2,Front,4,365,361999.9088,3766689.843
10920473,3/14/2016 10:41,25,Phoenix canariensis,Canary Island Date Palm,4,45,60,6,31,0,8,958,11TH ST,1025,WASHINGTON AV,2,Side,4,365,361955.6901,3766164.338
10920912,3/14/2016 10:41,24,Cinnamomum camphora,Camphor Tree,2,15,30,3,13,18,6,858,25TH ST,2425,IDAHO AV,4,Side,9,365,363061.7324,3767493.34
10919691,3/14/2016 10:41,24,Cinnamomum camphora,Camphor Tree,2,15,30,2,7,12,8,1229,CALIFORNIA AV,1060,EUCLID ST,3,Side,7,365,362289.5698,3766205.686
10919524,3/14/2016 10:41,40,Cedrus deodara,Deodar Cedar,4,45,60,4,19,24,7,844,16TH ST,844,16TH ST,1,Front,3,365,362233.8735,3766795.612
10919897,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,7,810,20TH ST,810,20TH ST,1,Front,3,365,362518.3321,3767207.316
10920088,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,7,1710,CALIFORNIA AV,1710,CALIFORNIA AV,1,Front,7,365,362683.2469,3766540.077
10919649,3/14/2016 10:41,24,Cinnamomum camphora,Camphor Tree,2,15,30,1,0,6,7,1423,WASHINGTON AV,1423,WASHINGTON AV,3,Front,3,365,362323.2333,3766511.535
10920690,3/14/2016 10:41,26,Pinus canariensis,Canary Island Pine,3,30,45,4,19,24,8,1121,CALIFORNIA AV,1121,CALIFORNIA AV,1,Front,7,365,362173.4495,3766081.544
10919924,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,7,1019,20TH ST,1019,20TH ST,1,Front,9,365,362837.7063,3766891.39
10920057,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,7,1721,CALIFORNIA AV,1721,CALIFORNIA AV,1,Front,7,365,362722.7261,3766595.456
10920430,3/14/2016 10:41,24,Cinnamomum camphora,Camphor Tree,4,45,60,4,19,24,8,1005,WASHINGTON AV,1005,WASHINGTON AV,2,Front,4,365,361929.5562,3766137.184
10920131,3/14/2016 10:41,27,Ceratonia siliqua,Carob,2,15,30,4,19,24,8,1004,10TH ST,1004,10TH ST,1,Front,7,365,361907.5021,3766080.77
10919893,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,7,836,20TH ST,836,20TH ST,1,Front,3,365,362558.8414,3767164.336
10920463,3/14/2016 10:41,24,Cinnamomum camphora,Camphor Tree,2,15,30,4,19,24,8,924,WASHINGTON AV,924,WASHINGTON AV,1,Front,7,365,361877.6297,3766067.787
10920182,3/14/2016 10:41,27,Ceratonia siliqua,Carob,2,15,30,4,19,24,8,949,10TH ST,949,10TH ST,1,Front,4,365,361869.4805,3766140.78
10919745,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,8,1401,WILSHIRE BL,1155,14TH ST,2,Side,7,365,362520.5531,3766162.092
10921193,3/14/2016 10:41,1371,Prunus cerasifera 'Krater Vesuvius',Plum Krauters Vesuvius,2,15,30,2,7,12,9,601,CALIFORNIA AV,1055,6TH ST,4,Side,6,365,361680.5988,3765631.323
10922122,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,3,13,18,14,1258,FRANKLIN ST,1258,FRANKLIN ST,1,Front,10,364,364257.5915,3767498.706
10922154,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1343,FRANKLIN ST,1343,FRANKLIN ST,1,Front,10,364,364394.9192,3767376.457
10922465,3/14/2016 10:41,15,Lophostemon confertus,Brisbane Box,3,30,45,2,7,12,15,1703,STEWART ST,1703,STEWART ST,3,Front,13,364,364636.4772,3766531.651
10921490,3/14/2016 10:41,75,Washingtonia robusta,Mexican Fan Palm,4,45,60,4,19,24,9,1202,3RD STREET PROMENADE,220,WILSHIRE BL,2,Side,15,368,361550.0745,3765171.725
10921853,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,827,2ND ST,827,2ND ST,2,Front,6,365,360979.9216,3765664.449
10922073,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,3200,SANTA MONICA BL,1401,FRANKLIN ST,2,Side,11,364,364454.5415,3767308.458
10922090,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,3201,BROADWAY,1545,FRANKLIN ST,1,Side,11,364,364683.1771,3767067.178
10921841,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,851,2ND ST,851,2ND ST,2,Front,6,365,361022.1301,3765625.332
10922383,3/14/2016 10:41,59,Jacaranda mimosifolia,Jacaranda,2,15,30,2,7,12,14,1420,HARVARD ST,1420,HARVARD ST,1,Front,11,364,364105.2066,3766927.38
10921141,3/14/2016 10:41,47,Prunus blireiana,Flowering Plum,1,1,15,1,0,6,9,833,5TH ST,833,5TH ST,2,Front,4,365,361244.5826,3765914.039
10921866,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,818,2ND ST,818,2ND ST,1,Front,6,365,360945.1939,3765676.202
10921290,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,3,13,18,9,811,6TH ST,811,6TH ST,2,Front,4,365,361293.1235,3766040.675
10922094,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,3121,BROADWAY,1550,FRANKLIN ST,2,Side,11,364,364683.5412,3767048.393
10921295,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,1,1,15,1,0,6,9,827,6TH ST,827,6TH ST,1,Front,4,365,361330.9198,3766002.002
10922129,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,3,13,18,14,3130,WILSHIRE BL,1200,FRANKLIN ST,5,Side,10,364,364192.544,3767566.081
10921198,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,1,0,6,9,818,6TH ST,818,6TH ST,1,Front,4,365,361295.0905,3766013.668
10921285,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,3,13,18,9,841,6TH ST,841,6TH ST,1,Front,4,365,361359.0176,3765971.664
10922097,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1532,FRANKLIN ST,1532,FRANKLIN ST,1,Front,11,364,364637.4411,3767097.303
10922065,3/14/2016 10:41,133,Trachycarpus fortunei,Windmill Palm,3,30,45,2,7,12,9,831,3RD ST,831,3RD ST,2,Front,6,365,361079.4269,3765734.046
10922116,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1328,FRANKLIN ST,1328,FRANKLIN ST,1,Front,10,364,364341.6152,3767407.9
10922026,3/14/2016 10:41,22,Schinus molle,California Pepper,3,30,45,6,31,0,9,1137,3RD ST,1137,3RD ST,1,Front,6,365,361515.7198,3765276.054
10922141,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1237,FRANKLIN ST,1237,FRANKLIN ST,1,Front,10,364,364231.5028,3767543.45
10922148,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1301,FRANKLIN ST,1301,FRANKLIN ST,2,Front,10,364,364309.0778,3767462.127
10921179,3/14/2016 10:41,75,Washingtonia robusta,Mexican Fan Palm,5,60,0,4,19,24,9,1021,6TH ST,1021,6TH ST,1,Front,6,365,361603.1998,3765712.829
10921647,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,1137,2ND ST,1137,2ND ST,3,Front,6,365,361435.6031,3765182.291
10922466,3/14/2016 10:41,15,Lophostemon confertus,Brisbane Box,3,30,45,2,7,12,15,1703,STEWART ST,1703,STEWART ST,2,Front,13,364,364629.4847,3766536.905
10921852,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,831,2ND ST,831,2ND ST,1,Front,6,365,360986.296,3765659.011
10922117,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1324,FRANKLIN ST,1324,FRANKLIN ST,1,Front,10,364,364332.4349,3767421.567
10921142,3/14/2016 10:41,75,Washingtonia robusta,Mexican Fan Palm,5,60,0,4,19,24,9,833,5TH ST,833,5TH ST,3,Front,4,365,361248.3367,3765909.985
10922378,3/14/2016 10:41,134,Afrocarpus macrophyllus,Yew Pine,2,15,30,2,7,12,14,2802,SANTA MONICA BL,1401,HARVARD ST,1,Side,11,364,364082.3133,3766971.992
10921871,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,844,2ND ST,844,2ND ST,1,Front,6,365,360999.3955,3765617.625
10922399,3/14/2016 10:41,134,Afrocarpus macrophyllus,Yew Pine,2,15,30,2,7,12,14,1417,HARVARD ST,1417,HARVARD ST,1,Front,11,364,364117.2495,3766937.22
10922012,3/14/2016 10:41,45,Pyrus kawakamii,Evergreen Pear,1,1,15,2,7,12,9,1118,3RD ST,1118,3RD ST,5,Front,6,365,361490.0908,3765276.667
10921202,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,2,7,12,9,834,6TH ST,834,6TH ST,2,Front,4,365,361338.5967,3765967.126
10921842,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,851,2ND ST,851,2ND ST,1,Front,6,365,361015.8183,3765632.426
10922140,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1233,FRANKLIN ST,1233,FRANKLIN ST,1,Front,10,364,364219.4432,3767555.756
10921867,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,4,19,24,9,826,2ND ST,826,2ND ST,1,Front,6,365,360955.4558,3765665.784
10921294,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,3,13,18,9,821,6TH ST,821,6TH ST,2,Front,4,365,361325.3596,3766007.456
10922149,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,6,31,0,14,1321,FRANKLIN ST,1321,FRANKLIN ST,1,Front,10,364,364341.3645,3767432.023
10922093,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,14,3121,BROADWAY,1550,FRANKLIN ST,3,Side,11,364,364693.9346,3767038.525
10921646,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,1137,2ND ST,1137,2ND ST,2,Front,6,365,361428.8803,3765190.888
10921182,3/14/2016 10:41,1371,Prunus cerasifera 'Krater Vesuvius',Plum Krauters Vesuvius,2,15,30,1,0,6,9,1033,6TH ST,1033,6TH ST,3,Front,6,365,361627.9426,3765686.112
10921830,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,1102,2ND ST,1102,2ND ST,10,Front,6,365,361442.018,3765152.256
10921201,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,2,7,12,9,834,6TH ST,834,6TH ST,1,Front,4,365,361333.6351,3765975.009
10922130,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,14,3130,WILSHIRE BL,1200,FRANKLIN ST,4,Side,10,364,364184.4329,3767577.166
10922144,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,14,1249,FRANKLIN ST,1249,FRANKLIN ST,2,Front,10,364,364261.7186,3767510.219
10922098,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1528,FRANKLIN ST,1528,FRANKLIN ST,1,Front,11,364,364629.347,3767106.705
10922066,3/14/2016 10:41,238,Vacant site,Vacant Site,0,0,0,0,0,0,9,831,3RD ST,831,3RD ST,1,Front,6,365,361075.3553,3765740.998
10921980,3/14/2016 10:41,238,Vacant site,Vacant Site,0,0,0,0,0,0,9,828,3RD ST,828,3RD ST,1,Front,6,365,361055.6106,3765735.61
10921286,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,2,7,12,9,841,6TH ST,841,6TH ST,2,Front,4,365,361363.8615,3765967.649
10922064,3/14/2016 10:41,238,Vacant site,Vacant Site,0,0,0,0,0,0,9,837,3RD ST,837,3RD ST,1,Front,6,365,361085.2539,3765727.31
10921297,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,1,0,6,9,829,6TH ST,829,6TH ST,1,Front,4,365,361343.3911,3765991.498
10922118,3/14/2016 10:41,7,Geijera parviflora,Australian Willow,2,15,30,2,7,12,14,1302,FRANKLIN ST,1302,FRANKLIN ST,3,Front,10,364,364311.661,3767441.995
10921843,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,851,2ND ST,851,2ND ST,4,Front,6,365,361039.8113,3765600.894
10922096,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1538,FRANKLIN ST,1538,FRANKLIN ST,1,Front,11,364,364655.9226,3767077.771
10921851,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,831,2ND ST,831,2ND ST,2,Front,6,365,360992.9475,3765652.751
10921287,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,2,7,12,9,855,6TH ST,855,6TH ST,1,Front,4,365,361380.7419,3765950.034
10921828,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,1102,2ND ST,1102,2ND ST,8,Front,6,365,361408.5579,3765183.648
10921293,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,3,13,18,9,821,6TH ST,821,6TH ST,1,Front,4,365,361316.2999,3766017.319
10922139,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1227,FRANKLIN ST,1227,FRANKLIN ST,1,Front,10,364,364209.8673,3767564.239
10922170,3/14/2016 10:41,245,Ilex altaclarensis 'Wilsonii',Wilson Holly,1,1,15,1,0,6,14,1247,BERKELEY ST,1247,BERKELEY ST,1,Front,10,364,364167.9179,3767436.583
10922150,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,4,19,24,14,1321,FRANKLIN ST,1321,FRANKLIN ST,2,Front,10,364,364353.1359,3767416.591
10921203,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,2,7,12,9,844,6TH ST,844,6TH ST,1,Front,4,365,361347.9127,3765958.657
10921868,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,9,826,2ND ST,826,2ND ST,2,Front,6,365,360961.4615,3765656.13
10921196,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,3,13,18,9,808,6TH ST,808,6TH ST,1,Front,4,365,361274.9985,3766036.075
10922124,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,4,19,24,14,1248,FRANKLIN ST,1248,FRANKLIN ST,1,Front,10,364,364242.0407,3767514.732
10921641,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,6,31,0,9,1127,2ND ST,1127,2ND ST,1,Front,6,365,361398.6666,3765222.083
10922143,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,14,1249,FRANKLIN ST,1249,FRANKLIN ST,1,Front,10,364,364256.084,3767521.646
10922119,3/14/2016 10:41,7,Geijera parviflora,Australian Willow,2,15,30,1,0,6,14,1302,FRANKLIN ST,1302,FRANKLIN ST,2,Front,10,364,364301.7486,3767450.397
10922072,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,3200,SANTA MONICA BL,1401,FRANKLIN ST,1,Side,11,364,364439.6543,3767319.062
10922146,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,2,15,30,5,25,30,14,1253,FRANKLIN ST,1253,FRANKLIN ST,2,Front,10,364,364276.7775,3767497.899
10922011,3/14/2016 10:41,45,Pyrus kawakamii,Evergreen Pear,2,15,30,2,7,12,9,1118,3RD ST,1118,3RD ST,4,Front,6,365,361485.4251,3765281.994
10921645,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,1137,2ND ST,1137,2ND ST,1,Front,6,365,361416.7756,3765201.1
10921848,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,837,2ND ST,837,2ND ST,1,Front,6,365,361001.6516,3765643.52
10921829,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,1102,2ND ST,1102,2ND ST,9,Front,6,365,361433.2037,3765161.322
10921831,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,1102,2ND ST,1102,2ND ST,11,Front,6,365,361457.2091,3765136.729
10921200,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,2,7,12,9,828,6TH ST,828,6TH ST,1,Front,4,365,361314.6563,3765993.211
10922153,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1335,FRANKLIN ST,1335,FRANKLIN ST,2,Front,10,364,364381.5461,3767384.921
10921288,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,2,7,12,9,847,6TH ST,847,6TH ST,1,Front,4,365,361372.9563,3765956.206
10921856,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,817,2ND ST,817,2ND ST,1,Front,6,365,360954.7201,3765690.074
10922111,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,3131,SANTA MONICA BL,1360,FRANKLIN ST,1,Side,10,364,364387.6661,3767349.035
10922379,3/14/2016 10:41,134,Afrocarpus macrophyllus,Yew Pine,2,15,30,3,13,18,14,2802,SANTA MONICA BL,1401,HARVARD ST,2,Side,11,364,364092.6561,3766962.227
10922138,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1221,FRANKLIN ST,1221,FRANKLIN ST,1,Front,10,364,364192.3922,3767586.334
10922091,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,3201,BROADWAY,1545,FRANKLIN ST,2,Side,11,364,364695.2124,3767058.235
10921204,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,2,7,12,9,848,6TH ST,848,6TH ST,1,Front,4,365,361357.8886,3765947.705
10922151,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1321,FRANKLIN ST,1321,FRANKLIN ST,3,Front,10,364,364361.3233,3767405.551
10922123,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,4,19,24,14,1248,FRANKLIN ST,1248,FRANKLIN ST,2,Front,10,364,364249.348,3767505.235
10921292,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,3,13,18,9,817,6TH ST,817,6TH ST,2,Front,4,365,361311.8386,3766022.188
10921873,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,5,25,30,9,850,2ND ST,850,2ND ST,1,Front,6,365,361006.4949,3765610.747
10921180,3/14/2016 10:41,75,Washingtonia robusta,Mexican Fan Palm,5,60,0,4,19,24,9,1033,6TH ST,1033,6TH ST,1,Front,6,365,361614.6271,3765702.076
10922074,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,6,31,0,14,3200,SANTA MONICA BL,1401,FRANKLIN ST,3,Side,11,364,364467.7383,3767297.108
10922089,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1517,FRANKLIN ST,1517,FRANKLIN ST,4,Front,11,364,364659.436,3767093.804
10921854,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,827,2ND ST,827,2ND ST,1,Front,6,365,360969.571,3765677.665
10921296,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,3,30,45,3,13,18,9,827,6TH ST,827,6TH ST,2,Front,4,365,361336.8669,3765995.853
10922120,3/14/2016 10:41,7,Geijera parviflora,Australian Willow,2,15,30,1,0,6,14,1302,FRANKLIN ST,1302,FRANKLIN ST,1,Front,10,364,364289.6626,3767463.151
10921862,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,801,2ND ST,801,2ND ST,3,Front,6,365,360942.2948,3765703.504
10922115,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,4,19,24,14,1332,FRANKLIN ST,1332,FRANKLIN ST,1,Front,10,364,364350.593,3767397.79
10921199,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,4,19,24,9,824,6TH ST,824,6TH ST,1,Front,4,365,361304.9703,3766002.986
10922088,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1517,FRANKLIN ST,1517,FRANKLIN ST,3,Front,11,364,364633.4929,3767122.467
10921870,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,838,2ND ST,838,2ND ST,1,Front,6,365,360986.396,3765628.099
10921648,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,1137,2ND ST,1137,2ND ST,4,Front,6,365,361448.3306,3765169.965
10922142,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1243,FRANKLIN ST,1243,FRANKLIN ST,1,Front,10,364,364241.582,3767531.999
10922152,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,1335,FRANKLIN ST,1335,FRANKLIN ST,1,Front,10,364,364371.065,3767397.454
10922095,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,14,3121,BROADWAY,1550,FRANKLIN ST,1,Side,11,364,364673.0413,3767061.263
10921731,3/14/2016 10:41,46,Afrocarpus gracilior,Fern Pine,2,15,30,4,19,24,9,804,MONTANA AV,801,LINCOLN BL,2,Side,4,365,361463.0723,3766217.99
10921840,3/14/2016 10:41,56,Ficus microcarpa 'Nitida',Indian Laurel Fig,3,30,45,6,31,0,9,851,2ND ST,851,2ND ST,3,Front,6,365,361029.8275,3765615.077
10921205,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,1,0,6,9,852,6TH ST,852,6TH ST,1,Front,4,365,361374.0201,3765930.998
10924177,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,2,15,30,2,7,12,16,1601,17TH ST,1601,17TH ST,3,Front,14,364,363411.7891,3765752.817
10922888,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,2,7,12,15,3240,PICO BL,3240,PICO BL,1,Front,20,363,365611.5497,3766066.296
10922893,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,2,7,12,15,3312,PICO BL,3312,PICO BL,1,Front,20,363,365683.1908,3766108.591
10923770,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,2,7,12,16,2045,20TH ST,2001,PICO BL,1,Side,13,364,364346.0042,3765317.165
10923153,3/14/2016 10:41,238,Vacant site,Vacant Site,0,0,0,0,0,0,15,2159,WARWICK AV,2159,WARWICK AV,1,Front,13,364,365580.4315,3766128.051
10923774,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,1,0,6,16,2019,PICO BL,2019,PICO BL,2,Front,13,364,364393.1001,3765346.789
10923716,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,1,0,6,16,2114,PICO BL,2114,PICO BL,1,Front,20,363,364441.3741,3765352.856
10922894,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,1,0,6,15,3316,PICO BL,3316,PICO BL,2,Front,20,363,365692.7973,3766112.827
10923777,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,1,0,6,16,2201,PICO BL,2201,PICO BL,2,Front,13,364,364443.8339,3765378.087
10922905,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,2,7,12,15,3317,PICO BL,3317,PICO BL,1,Front,13,363,365650.8123,3766112.491
10922906,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,2,7,12,15,3309,PICO BL,3309,PICO BL,1,Front,13,363,365640.5676,3766105.894
10922889,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,2,7,12,15,3240,PICO BL,3240,PICO BL,2,Front,20,363,365619.2357,3766068.668
10922890,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,2,7,12,15,3250,PICO BL,3250,PICO BL,1,Front,20,363,365630.1537,3766073.192
10922910,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,2,7,12,15,3215,PICO BL,3215,PICO BL,1,Front,13,363,365558.4981,3766057.592
10923714,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,1,0,6,16,2114,PICO BL,2114,PICO BL,3,Front,20,363,364459.5857,3765363.611
10924178,3/14/2016 10:41,116,Magnolia grandiflora,Southern Magnolia,1,1,15,1,0,6,16,1601,17TH ST,1601,17TH ST,2,Front,14,364,363406.4447,3765758.045
10923719,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,1,0,6,16,2020,PICO BL,2020,PICO BL,1,Front,18,363,364383.5706,3765316.797
10923773,3/14/2016 10:41,70,Platanus X hispanica,London Plane,2,15,30,2,7,12,16,2019,PICO BL,2019,PICO BL,1,Front,13,364,364384.2183,3765341.549
10923533,3/14/2016 10:41,7,Geijera parviflora,Australian Willow,2,15,30,2,7,12,13,1218,23RD ST,1218,23RD ST,1,Front,10,364,363353.0282,3766790.164
