OBJECTID,id,created,updated,source,species,family,genus,native_ran,max_height,tree_shape,foliage_ty,density_in,longevity,dbh_lo,dbh_hi,height_lo,height_hi,stems,trunks,canopy,zip,place,county,cz,lat_NAD83,long_NAD83
"1557557","2572943",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90814.00000000000,Long Beach,Los Angeles,Southern California Coast,3737500.2599999998,391965.4037000000
"1979521","2437601",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90755.00000000000,Signal Hill,Los Angeles,Southern California Coast,3741912.4909999999,390817.0425000000
"4400123","2589096",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3735755.2999999998,396041.0570000000
"4355007","2532374",,,WCA,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,19.00000000000,24.00000000000,15.00000000000,30.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3744066.0099999998,389357.6935000000
"2055545","2564616",,,WCA,Afrocarpus falcatus,Podocarpaceae,Afrocarpus,Africa,65.00000000000,Oval or Rounded,Evergreen,Moderately Dense,Very Long,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3747788.7259999998,393301.2368000000
"2795946","2539616",,,WCA,Koelreuteria bipinnata,Sapindaceae,Koelreuteria,Asia,40.00000000000,"Rounded, Umbrella or Vase",Deciduous,Moderate,Average,7.00000000000,12.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3749264.7680000002,388679.8655000000
"5503145","2535462",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,13.00000000000,18.00000000000,45.00000000000,60.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3741366.0789999999,396927.1090000000
"379510","2530550",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,25.00000000000,30.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3739410.7059999998,398140.3300000000
"497950","2573423",,,WCA,Pyrus calleryana,Rosaceae,Pyrus,Asia,40.00000000000,Conical or Oval,Deciduous,Moderately Dense,Average,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736741.3020000001,392683.4286000000
"498064","2553525",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3740962.1710000001,396661.4310000000
"1482146","2531578",,,WCA,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3745508.8700000001,390804.2424000000
"2054877","5537657",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,25.00000000000,30.00000000000,45.00000000000,60.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3741901.1710000001,399509.8031000000
"3825059","2531197",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736507.1039999998,394354.9388000000
"5093121","5533000",,,WCA,Schinus molle,Anacardiaceae,Schinus,South America,50.00000000000,Rounded or Umbrella,Evergreen,Moderate to Dense,Average,25.00000000000,30.00000000000,15.00000000000,30.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3742906.2119999998,399157.9096000000
"907330","2553265",,,WCA,Lophostemon confertus,Myrtaceae,Lophostemon,Australia,50.00000000000,Oval or Rounded,Evergreen,Moderately Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90813.00000000000,Long Beach,Los Angeles,Southern California Coast,3738374.4090000000,391730.3187000000
"3780048","2589098",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,19.00000000000,24.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3735753.9339999999,396047.1307000000
"5503090","2548406",,,WCA,Pyrus calleryana,Rosaceae,Pyrus,Asia,40.00000000000,Conical or Oval,Deciduous,Moderately Dense,Average,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,90804.00000000000,Long Beach,Los Angeles,Southern California Coast,3738839.6889999998,393096.6523000000
"4429972","2586305",,,WCA,Cinnamomum camphora,Lauraceae,Cinnamomum,Asia,45.00000000000,Rounded,Evergreen,Dense to Very Dense,,25.00000000000,30.00000000000,15.00000000000,30.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738644.4730000002,395337.9968000000
"378765","2523192",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,25.00000000000,30.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738128.1179999998,398013.6049000000
"409768","2589095",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,19.00000000000,24.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3735755.9070000001,396038.5930000000
"3206037","5532946",,,WCA,Liquidambar styraciflua,Altingiaceae,Liquidambar,North America,66.00000000000,Conical,Deciduous,Moderate,Very Long,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3742822.5099999998,399042.1459000000
"2130332","2562236",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,25.00000000000,30.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738686.8799999999,398382.2897000000
"4431128","2539401",,,WCA,Koelreuteria bipinnata,Sapindaceae,Koelreuteria,Asia,40.00000000000,"Rounded, Umbrella or Vase",Deciduous,Moderate,Average,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3748615.1639999999,389310.3363000000
"5549011","2518499",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90810.00000000000,Long Beach,Los Angeles,Southern California Coast,3742989.7910000002,388006.0444000000
"5093377","2519924",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,25.00000000000,30.00000000000,45.00000000000,60.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3748542.6690000002,389290.0440000000
"906943","2589101",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,19.00000000000,24.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3735753.6880000001,396052.4375000000
"2628573","2539403",,,WCA,Ulmus pumila,Ulmaceae,Ulmus,Asia,66.00000000000,"Oval, Rounded or Umbrella",Deciduous,Moderate,Very Long,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3748616.2119999998,389238.9305000000
"5667837","2586295",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,25.00000000000,30.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738608.9559999998,395421.7953000000
"2794937","2566831",,,WCA,Phoenix canariensis,Arecaceae,Phoenix,Europe and North Africa,60.00000000000,Feather Palm,Evergreen,Moderately Low,Average,31.00000000000,0.00000000000,45.00000000000,60.00000000000,,,,90802.00000000000,Long Beach,Los Angeles,Southern California Coast,3737838.9909999999,389479.8671000000
"377839","2580048",,,WCA,Callistemon citrinus,Myrtaceae,Callistemon,Australia,25.00000000000,Oval or Rounded,Evergreen,Dense,Average / Moderately Short,0.00000000000,6.00000000000,1.00000000000,15.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3745214.5580000002,395724.9282000000
"2674142","2507970",,,WCA,Ficus benjamina,Moraceae,Ficus,Asia,66.00000000000,Oval,Evergreen,Moderately Dense,Average / Moderately Short,25.00000000000,30.00000000000,15.00000000000,30.00000000000,,,,90802.00000000000,Long Beach,Los Angeles,Southern California Coast,3737878.9330000002,389373.3382000000
"3855192","2547450",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3741962.5959999999,389122.5250000000
"5666956","2510015",,,WCA,Eucalyptus rudis,Myrtaceae,Eucalyptus,Australia,60.00000000000,Rounded,Evergreen,Dense,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3742930.6020000000,388891.4089000000
"2055942","2531212",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736571.6519999998,394379.0890000000
"335068","2520731",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,7.00000000000,12.00000000000,30.00000000000,45.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3735950.6910000001,395059.0880000000
"408029","2532629",,,WCA,Robinia pseudoacacia,Fabaceae,Robinia,North America,50.00000000000,Oval,Deciduous,Low to Moderately Low,,13.00000000000,18.00000000000,45.00000000000,60.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3741638.3930000002,388615.8629000000
"2132029","2539402",,,WCA,Koelreuteria bipinnata,Sapindaceae,Koelreuteria,Asia,40.00000000000,"Rounded, Umbrella or Vase",Deciduous,Moderate,Average,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3748615.1719999998,389279.5173000000
"2130316","2526661",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3743470.8020000001,395949.1402000000
"1646824","2511972",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90813.00000000000,Long Beach,Los Angeles,Southern California Coast,3738740.3670000001,390293.9594000000
"952147","2534303",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,19.00000000000,24.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736665.6099999999,392679.5386000001
"1526444","5531867",,,WCA,Pinus canariensis,Pinaceae,Pinus,Europe and North Africa,66.00000000000,Columnar or Conical,Evergreen,Moderate to Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3742001.7030000002,399517.7905000000
"4930536","2542176",,,WCA,Liquidambar styraciflua,Altingiaceae,Liquidambar,North America,66.00000000000,Conical,Deciduous,Moderate,Very Long,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90814.00000000000,Long Beach,Los Angeles,Southern California Coast,3737424.5610000002,393380.7170000000
"4353339","2547820",,,WCA,Robinia pseudoacacia,Fabaceae,Robinia,North America,50.00000000000,Oval,Deciduous,Low to Moderately Low,,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3741627.2250000001,388680.0934000000
"2055323","2552709",,,WCA,Pinus canariensis,Pinaceae,Pinus,Europe and North Africa,66.00000000000,Columnar or Conical,Evergreen,Moderate to Dense,Average,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3745912.8689999999,389155.1407000000
"2130467","5538085",,,WCA,Pinus canariensis,Pinaceae,Pinus,Europe and North Africa,66.00000000000,Columnar or Conical,Evergreen,Moderate to Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3742022.0589999999,399625.8675000000
"4520393","2535110",,,WCA,Lophostemon confertus,Myrtaceae,Lophostemon,Australia,50.00000000000,Oval or Rounded,Evergreen,Moderately Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90813.00000000000,Long Beach,Los Angeles,Southern California Coast,3738405.6189999999,391730.6221000000
"2674972","5538031",,,WCA,Pinus canariensis,Pinaceae,Pinus,Europe and North Africa,66.00000000000,Columnar or Conical,Evergreen,Moderate to Dense,Average,19.00000000000,24.00000000000,60.00000000000,0.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3741990.4470000002,399540.2880000000
"5503815","2527722",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3746368.4619999998,389597.8497000000
"952704","2534516",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,13.00000000000,18.00000000000,1.00000000000,15.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3745460.1000000001,390531.2347000000
"3251240","2572942",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90814.00000000000,Long Beach,Los Angeles,Southern California Coast,3737483.8360000001,391964.6818000000
"409448","2536558",,,WCA,Cinnamomum camphora,Lauraceae,Cinnamomum,Asia,45.00000000000,Rounded,Evergreen,Dense to Very Dense,,7.00000000000,12.00000000000,1.00000000000,15.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3736530.6469999999,394278.0988000000
"1070875","2586290",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,31.00000000000,0.00000000000,45.00000000000,60.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738647.3029999998,395384.8516000000
"2100704","2595389",,,WCA,Phoenix canariensis,Arecaceae,Phoenix,Europe and North Africa,60.00000000000,Feather Palm,Evergreen,Moderately Low,Average,31.00000000000,0.00000000000,45.00000000000,60.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3740777.2730000000,388536.3154000000
"5667806","2586293",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,25.00000000000,30.00000000000,60.00000000000,0.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738622.6170000001,395409.2832000000
"982590","2532361",,,WCA,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,19.00000000000,24.00000000000,15.00000000000,30.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3744149.7730000000,389455.5763000000
"379694","2528470",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90803.00000000000,Long Beach,Los Angeles,Southern California Coast,3735769.2209999999,394474.6807000001
"2704593","2576829",,,WCA,Ficus microcarpa,Moraceae,Ficus,Asia,25.00000000000,Oval or Rounded,Evergreen,Dense,Average,25.00000000000,30.00000000000,30.00000000000,45.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3739651.9679999999,389724.6273000000
"2704485","2588711",,,WCA,Schinus molle,Anacardiaceae,Schinus,South America,50.00000000000,Rounded or Umbrella,Evergreen,Moderate to Dense,Average,7.00000000000,12.00000000000,1.00000000000,15.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738639.6280000000,395480.4329000000
"2706431","2599084",,,WCA,Koelreuteria bipinnata,Sapindaceae,Koelreuteria,Asia,40.00000000000,"Rounded, Umbrella or Vase",Deciduous,Moderate,Average,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3749086.5370000000,388697.6151000000
"2704742","2511623",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3741857.3020000001,399980.0443000000
"953215","2594952",,,WCA,Cupaniopsis anacardioides,Sapindaceae,Cupaniopsis,Australia,40.00000000000,Oval,Evergreen,Moderate,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3747505.6179999998,393523.2380000000
"982687","2513323",,,WCA,Lophostemon confertus,Myrtaceae,Lophostemon,Australia,50.00000000000,Oval or Rounded,Evergreen,Moderately Dense,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3747323.1549999998,391184.3913000000
"3854663","5538032",,,WCA,Pinus canariensis,Pinaceae,Pinus,Europe and North Africa,66.00000000000,Columnar or Conical,Evergreen,Moderate to Dense,Average,7.00000000000,12.00000000000,60.00000000000,0.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3741978.8390000002,399524.6190000000
"1954736","2436251",,,WCA,Platanus × hispanica,Platanaceae,Platanus,Europe,66.00000000000,"Oval, Rounded or Umbrella",Deciduous,Dense,Very Long,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90755.00000000000,Signal Hill,Los Angeles,Southern California Coast,3741682.7540000002,391382.4321000000
"1525891","2563367",,,WCA,Schinus molle,Anacardiaceae,Schinus,South America,50.00000000000,Rounded or Umbrella,Evergreen,Moderate to Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738643.5499999998,395485.5210000000
"4518273","2547300",,,WCA,Ficus benjamina,Moraceae,Ficus,Asia,66.00000000000,Oval,Evergreen,Moderately Dense,Average / Moderately Short,7.00000000000,12.00000000000,1.00000000000,15.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3741683.9160000002,388718.5127000000
"2099085","2561821",,,WCA,Ceratonia siliqua,Fabaceae,Ceratonia,Europe and North Africa,40.00000000000,Rounded or Umbrella,Evergreen,Very Dense,Very Long,31.00000000000,0.00000000000,30.00000000000,45.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3743579.0649999999,390838.3588000000
"1526466","5531866",,,WCA,Pinus canariensis,Pinaceae,Pinus,Europe and North Africa,66.00000000000,Columnar or Conical,Evergreen,Moderate to Dense,Average,19.00000000000,24.00000000000,60.00000000000,0.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3741995.9550000001,399495.8402000000
"5504510","2594256",,,WCA,Lophostemon confertus,Myrtaceae,Lophostemon,Australia,50.00000000000,Oval or Rounded,Evergreen,Moderately Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3749480.9720000001,392973.3387000000
"5580477","2562183",,,WCA,Schinus terebinthifolia,Anacardiaceae,Schinus,South America,30.00000000000,Umbrella,Evergreen,Moderately Dense,Average,25.00000000000,30.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3740584.2540000002,397596.2461000000
"1072103","2555019",,,WCA,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,7.00000000000,12.00000000000,1.00000000000,15.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3739553.9230000000,396441.6380000000
"2054909","2591399",,,WCA,Celtis sinensis,Cannabaceae,Celtis,Asia,65.00000000000,Rounded or Umbrella,Deciduous,Dense,Very Long,0.00000000000,6.00000000000,1.00000000000,15.00000000000,,,,90802.00000000000,Long Beach,Los Angeles,Southern California Coast,3737537.6439999999,390137.5892000000
"3008699","2436139",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,90755.00000000000,Signal Hill,Los Angeles,Southern California Coast,3742306.6260000002,391017.5437000000
"3854040","2538792",,,WCA,Lagerstroemia,Lythraceae,Lagerstroemia,,0.00000000000,,,,,7.00000000000,12.00000000000,1.00000000000,15.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3749342.5019999999,388669.3336000000
"5093180","5537660",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,25.00000000000,30.00000000000,60.00000000000,0.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3741883.1519999998,399516.7791000000
"907559","2525018",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,90802.00000000000,Long Beach,Los Angeles,Southern California Coast,3737528.2069999999,390155.3226000000
"5504738","2571955",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,13.00000000000,18.00000000000,1.00000000000,15.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3745540.9240000001,390435.8498000001
"5093032","2589976",,,WCA,Lagerstroemia,Lythraceae,Lagerstroemia,,0.00000000000,,,,,0.00000000000,6.00000000000,1.00000000000,15.00000000000,,,,90810.00000000000,Long Beach,Los Angeles,Southern California Coast,3739797.0710000000,387491.8588000000
"5003805","5537667",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,25.00000000000,30.00000000000,45.00000000000,60.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3741903.6680000001,399558.1287000000
"3778311","2538286",,,WCA,Archontophoenix cunninghamiana,Arecaceae,Archontophoenix,Australia,66.00000000000,Feather Palm,Evergreen,Moderate,Average,7.00000000000,12.00000000000,1.00000000000,15.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3741099.1600000001,396704.9569000000
"3780041","2539429",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,90805.00000000000,Long Beach,Los Angeles,Southern California Coast,3748605.6050000000,389193.9652000000
"2219968","2551394",,,WCA,Ulmus parvifolia,Ulmaceae,Ulmus,Asia,45.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Average,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3743128.1280000000,396508.8273000000
"4928591","5533001",,,WCA,Schinus molle,Anacardiaceae,Schinus,South America,50.00000000000,Rounded or Umbrella,Evergreen,Moderate to Dense,Average,25.00000000000,30.00000000000,15.00000000000,30.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3742893.2599999998,399153.7277000000
"5667439","2527621",,,WCA,Callistemon citrinus,Myrtaceae,Callistemon,Australia,25.00000000000,Oval or Rounded,Evergreen,Dense,Average / Moderately Short,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,90808.00000000000,Long Beach,Los Angeles,Southern California Coast,3745144.2390000001,395770.9937000000
"3780214","2524344",,,WCA,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738056.5580000002,397953.0091000000
"1647345","2571957",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,13.00000000000,18.00000000000,1.00000000000,15.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3745554.0180000002,390462.4961000000
"952695","2596882",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,90807.00000000000,Long Beach,Los Angeles,Southern California Coast,3744081.5729999999,389393.2239000000
"2101961","2562257",,,WCA,Liquidambar styraciflua,Altingiaceae,Liquidambar,North America,66.00000000000,Conical,Deciduous,Moderate,Very Long,25.00000000000,30.00000000000,30.00000000000,45.00000000000,,,,90815.00000000000,Long Beach,Los Angeles,Southern California Coast,3738780.8190000001,398342.1365000000
"2675388","2510008",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,90806.00000000000,Long Beach,Los Angeles,Southern California Coast,3742929.8960000002,388970.1168000000
