id,created,updated,source,species,family,genus,native_ran,max_height,tree_shape,foliage_ty,density_in,longevity,dbh_lo,dbh_hi,height_lo,height_hi,stems,trunks,canopy,zip,place,county,cz,POINT_X,POINT_Y
"5760209",,,WCA,Magnolia grandiflora,Magnoliaceae,Magnolia,North America,50.00000000000,Oval,Evergreen,Dense to Very Dense,,7.00000000000,12.00000000000,30.00000000000,45.00000000000,,,,92508.00000000000,Riverside,Riverside,Inland Empire,470505.74234599998,3750243.14521000022
"5247140",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,92506.00000000000,Riverside,Riverside,Inland Empire,467077.60084999999,3756555.36518999981
"4196481",,,WCA,Brachychiton populneus,Malvaceae,Brachychiton,Australia,50.00000000000,Conical,Evergreen,Moderate to Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,92504.00000000000,Riverside,Riverside,Inland Empire,462056.30234800000,3756938.54259000020
"5416138",,,WCA,Schinus terebinthifolia,Anacardiaceae,Schinus,South America,30.00000000000,Umbrella,Evergreen,Moderately Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,92503.00000000000,Riverside,Riverside,Inland Empire,455917.71779400000,3750328.84710999997
"5730510",,,WCA,Magnolia champaca,Magnoliaceae,Magnolia,Asia,25.00000000000,Oval or Rounded,Evergreen,Moderate to Dense,,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,92504.00000000000,Riverside,Riverside,Inland Empire,462958.72825799999,3759097.32433000021
"5788987",,,WCA,Prunus caroliniana,Rosaceae,Prunus,North America,35.00000000000,Oval or Rounded,Evergreen,Dense to Very Dense,,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,92504.00000000000,Riverside,Riverside,Inland Empire,467835.02811600000,3748678.71380000003
"5743133",,,WCA,Quercus virginiana,Fagaceae,Quercus,North America,66.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Very Long,25.00000000000,30.00000000000,45.00000000000,60.00000000000,,,,92507.00000000000,Riverside,Riverside,Inland Empire,467334.84390300000,3758949.15548000019
"5247138",,,WCA,Schinus molle,Anacardiaceae,Schinus,South America,50.00000000000,Rounded or Umbrella,Evergreen,Moderate to Dense,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,92506.00000000000,Riverside,Riverside,Inland Empire,467016.26999700000,3756549.08728000009
"5225102",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,19.00000000000,24.00000000000,60.00000000000,0.00000000000,,,,92504.00000000000,Riverside,Riverside,Inland Empire,463016.32895300002,3759015.19737000018
"5219206",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,92507.00000000000,Riverside,Riverside,Inland Empire,467411.43839899998,3758926.85678000003
"853404",2018-09-17,2018-09-17,A Plus,Jacaranda mimosifolia,Bignoniaceae,Jacaranda,South America,50.00000000000,"Oval, Rounded or Umbrella",Deciduous to Partly Deciduous,Moderately Low,Moderately Short,24.00000000000,30.00000000000,0.00000000000,0.00000000000,,,,92505.00000000000,Riverside,Riverside,Inland Empire,456667.21257400000,3752219.82591000013
"5776846",,,WCA,Washingtonia filifera,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,25.00000000000,30.00000000000,15.00000000000,30.00000000000,,,,92507.00000000000,Riverside,Riverside,Inland Empire,465721.89045800001,3758954.32117999997
"5774478",,,WCA,Washingtonia filifera,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,31.00000000000,0.00000000000,15.00000000000,30.00000000000,,,,92507.00000000000,Riverside,Riverside,Inland Empire,468421.55071699998,3760094.55751999980
"5705952",,,WCA,Trachycarpus fortunei,Arecaceae,Trachycarpus,Asia,30.00000000000,Fan Palm,Evergreen,Dense,Average,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,92504.00000000000,Riverside,Riverside,Inland Empire,461297.21144500002,3756152.48450999986
"5699001",,,WCA,Quercus ilex,Fagaceae,Quercus,Europe and North Africa,60.00000000000,Rounded or Umbrella,Evergreen,Dense,Very Long,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,92506.00000000000,Riverside,Riverside,Inland Empire,464099.95512499998,3755377.77182999998
"5789026",,,WCA,Quercus ilex,Fagaceae,Quercus,Europe and North Africa,60.00000000000,Rounded or Umbrella,Evergreen,Dense,Very Long,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,92504.00000000000,Riverside,Riverside,Inland Empire,467933.83463400003,3748801.90121999988
"4198071",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,31.00000000000,0.00000000000,45.00000000000,60.00000000000,,,,92506.00000000000,Riverside,Riverside,Inland Empire,466354.58603900002,3757249.73326000012
"5241827",,,WCA,Platanus racemosa,Platanaceae,Platanus,North America,66.00000000000,"Oval, Rounded or Umbrella",Deciduous,Dense,Very Long,31.00000000000,0.00000000000,60.00000000000,0.00000000000,,,,92504.00000000000,Riverside,Riverside,Inland Empire,459403.90341000003,3758155.80232999986
"5752248",,,WCA,Quercus virginiana,Fagaceae,Quercus,North America,66.00000000000,"Oval, Rounded or Umbrella",Evergreen to Partly Deciduous,Moderate,Very Long,13.00000000000,18.00000000000,45.00000000000,60.00000000000,,,,92507.00000000000,Riverside,Riverside,Inland Empire,467316.03608100000,3758850.71260999981
"5731709",,,WCA,Cinnamomum camphora,Lauraceae,Cinnamomum,Asia,45.00000000000,Rounded,Evergreen,Dense to Very Dense,,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,92505.00000000000,Riverside,Riverside,Inland Empire,455365.82344499999,3753211.31699999981
"5721022",,,WCA,Lophostemon confertus,Myrtaceae,Lophostemon,Australia,50.00000000000,Oval or Rounded,Evergreen,Moderately Dense,Average,7.00000000000,12.00000000000,15.00000000000,30.00000000000,,,,92507.00000000000,Riverside,Riverside,Inland Empire,465611.62244599999,3758951.86970000016
"5223461",,,WCA,Syzygium paniculatum,Myrtaceae,Syzygium,Australia,40.00000000000,Oval or Rounded,Evergreen,Dense,Average / Moderately Short,7.00000000000,12.00000000000,30.00000000000,45.00000000000,,,,92506.00000000000,Riverside,Riverside,Inland Empire,464043.47712400003,3755398.85118999984
"5242643",,,WCA,Eucalyptus polyanthemos,Myrtaceae,Eucalyptus,Australia,66.00000000000,Oval,Evergreen,Moderate,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,92507.00000000000,Riverside,Riverside,Inland Empire,468309.62556299998,3762700.90450000018
"4198147",,,WCA,Brahea edulis,Arecaceae,Brahea,North America,25.00000000000,Fan Palm,Evergreen,Moderate,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,92506.00000000000,Riverside,Riverside,Inland Empire,466369.57112400001,3757155.37711999984
"5782667",,,WCA,Eucalyptus polyanthemos,Myrtaceae,Eucalyptus,Australia,66.00000000000,Oval,Evergreen,Moderate,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,92505.00000000000,Riverside,Riverside,Inland Empire,453663.28628800000,3750790.57483999990
"5778098",,,WCA,Betula pendula,Betulaceae,Betula,Europe and Asia,66.00000000000,Columnar,Deciduous,Moderate,Average / Moderately Short,7.00000000000,12.00000000000,30.00000000000,45.00000000000,,,,92506.00000000000,Riverside,Riverside,Inland Empire,464941.56052000000,3752743.55291000009
"5721435",,,WCA,Quercus ilex,Fagaceae,Quercus,Europe and North Africa,60.00000000000,Rounded or Umbrella,Evergreen,Dense,Very Long,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,92506.00000000000,Riverside,Riverside,Inland Empire,464116.96851600002,3755379.56267999997
"5729598",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,19.00000000000,24.00000000000,45.00000000000,60.00000000000,,,,92504.00000000000,Riverside,Riverside,Inland Empire,463041.00785100000,3759081.40329999989
"4196489",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,25.00000000000,30.00000000000,45.00000000000,60.00000000000,,,,92504.00000000000,Riverside,Riverside,Inland Empire,461956.95635699999,3756900.76856999984
"5416110",,,WCA,Fraxinus uhdei,Oleaceae,Fraxinus,North America,66.00000000000,Oval,Evergreen to Partly Deciduous,Moderately Dense,Average,31.00000000000,0.00000000000,60.00000000000,0.00000000000,,,,92503.00000000000,Riverside,Riverside,Inland Empire,455856.33966100001,3750323.23441000003
"5738127",,,WCA,Pyrus calleryana,Rosaceae,Pyrus,Asia,40.00000000000,Conical or Oval,Deciduous,Moderately Dense,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,92503.00000000000,Riverside,Riverside,Inland Empire,459451.35435199999,3754046.64943999983
"5775906",,,WCA,Pyrus calleryana,Rosaceae,Pyrus,Asia,40.00000000000,Conical or Oval,Deciduous,Moderately Dense,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,92503.00000000000,Riverside,Riverside,Inland Empire,455884.67815400002,3757455.60847999994
"5749841",,,WCA,Pinus canariensis,Pinaceae,Pinus,Europe and North Africa,66.00000000000,Columnar or Conical,Evergreen,Moderate to Dense,Average,25.00000000000,30.00000000000,60.00000000000,0.00000000000,,,,92508.00000000000,Riverside,Riverside,Inland Empire,470599.61968300003,3750305.33805999998
"5416145",,,WCA,Quercus agrifolia,Fagaceae,Quercus,North America,66.00000000000,Rounded or Umbrella,Evergreen,Moderately Dense,Very Long,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,92503.00000000000,Riverside,Riverside,Inland Empire,455864.86534000002,3750384.97599000018
"5743123",,,WCA,Quercus agrifolia,Fagaceae,Quercus,North America,66.00000000000,Rounded or Umbrella,Evergreen,Moderately Dense,Very Long,31.00000000000,0.00000000000,45.00000000000,60.00000000000,,,,92507.00000000000,Riverside,Riverside,Inland Empire,467316.34275299998,3758812.35974000022
"5744556",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,13.00000000000,18.00000000000,60.00000000000,0.00000000000,,,,92504.00000000000,Riverside,Riverside,Inland Empire,461334.71063699998,3756284.66268000007
"5776873",,,WCA,Washingtonia robusta,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,19.00000000000,24.00000000000,45.00000000000,60.00000000000,,,,92507.00000000000,Riverside,Riverside,Inland Empire,465678.97158900002,3758876.44260000018
"5229855",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,13.00000000000,18.00000000000,15.00000000000,30.00000000000,,,,92503.00000000000,Riverside,Riverside,Inland Empire,459453.80709299998,3754038.45347000007
"5244356",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,13.00000000000,18.00000000000,30.00000000000,45.00000000000,,,,92503.00000000000,Riverside,Riverside,Inland Empire,459426.07847399998,3754019.53702000016
"5759241",,,WCA,Syagrus romanzoffiana,Arecaceae,Syagrus,South America,50.00000000000,Feather Palm,Evergreen,Low to Moderately Low,Average,31.00000000000,0.00000000000,60.00000000000,0.00000000000,,,,92508.00000000000,Riverside,Riverside,Inland Empire,469572.64883800002,3751822.98101999983
"5713027",,,WCA,Washingtonia filifera,Arecaceae,Washingtonia,North America,66.00000000000,Fan Palm,Evergreen,Dense,Average,19.00000000000,24.00000000000,30.00000000000,45.00000000000,,,,92501.00000000000,Riverside,Riverside,Inland Empire,464943.39917100000,3759768.36739999987
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455937.96889500000,3757489.17198000010
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455936.08478700003,3757501.00952999992
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455888.58298499999,3757502.20005000010
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455910.76563500002,3757442.37106999988
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455943.07045900001,3757439.50602000020
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455967.09139900003,3757496.98712999979
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455923.91983799997,3757491.17650000006
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455993.49020900001,3757440.24132000003
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455973.89576500002,3757431.21834000014
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455993.27235599997,3757462.93037000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455996.95377199998,3757455.35062999977
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,456013.45362500002,3757459.15231999988
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,456018.03025900002,3757470.37819000008
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,456018.16036300000,3757463.59055999992
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,456013.03902500001,3757474.27963999985
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455933.73068899999,3757383.50804999983
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455970.97074600001,3757410.30123999994
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455961.19296499999,3757425.19331000000
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455933.56868199998,3757348.66465000017
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455941.62983599998,3757344.68833999988
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455940.66350899998,3757354.08557000011
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455160.54497400002,3752381.39563999977
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455172.35038000002,3752388.25882000010
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455261.80185100000,3752409.21702999994
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455279.33434499998,3752409.13443000009
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455284.51930900000,3752411.52320000017
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455285.06328300002,3752404.97072000010
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455248.13224700000,3752375.15271000005
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455254.69743499998,3752365.46918000001
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455259.27014500002,3752359.93189000012
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455273.28230899997,3752344.69743000017
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455287.23756099999,3752378.41582999984
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455289.55968499999,3752383.23118000012
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455230.75835800002,3752286.98228000011
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455224.42202400003,3752284.25435000006
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455234.80014800001,3752290.75533000007
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455221.65508699999,3752307.01992999995
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455211.13267199998,3752330.85629000003
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455200.26921599999,3752343.31804999989
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455193.43952399999,3752357.82916000020
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455166.96753700002,3752351.74892999977
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455184.28533400001,3752306.16208000015
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455159.27804399998,3752305.93532999977
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455155.02585799998,3752334.54203000013
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455157.45318900002,3752279.84060000023
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455155.46932400001,3752288.23396999994
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455154.20570300001,3752292.51238000020
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455180.70559400000,3752271.78279000008
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455203.69133000000,3752272.75882000010
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455222.32788599998,3752344.84115999984
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455209.02761799999,3752372.04142000014
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455181.21698400000,3752364.89183000010
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455189.69944599998,3752369.26448999997
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455203.72815500002,3752376.39075999986
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455209.87729799998,3752382.15114999982
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455214.27066200000,3752415.03085000021
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455224.77768800000,3752421.19424000010
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455234.69401300000,3752426.93687999994
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455245.44046399998,3752433.94640999986
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455224.09995300003,3752427.26924999990
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455232.83632300003,3752432.45251000021
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455289.25876400003,3752313.85797999986
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455284.99255099997,3752307.94751999993
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455204.07377600000,3752413.76403000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455201.71373199997,3752420.39405999985
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455184.55859600002,3752410.32603000011
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,455176.76506300003,3752396.02178000007
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454184.94210599997,3755301.39998999983
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454183.21995499998,3755287.50847999984
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454189.48504300002,3755290.12571999989
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454205.02644099999,3755271.51757000014
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454206.78904300003,3755293.79293000000
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454202.80944400001,3755307.49132000003
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454198.42696900002,3755313.91086999979
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454218.95049500000,3755298.80880000023
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454233.51623200002,3755306.68123999983
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454247.67599399999,3755306.61292000022
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454251.24739799998,3755284.53248000005
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454254.83797300002,3755266.42336999997
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454257.70258799999,3755250.30341999978
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454235.06460099999,3755246.44119999977
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454228.71451500000,3755264.34298000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454223.46365599998,3755281.35706999991
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454212.57979699998,3755160.06198000023
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454234.29755700001,3755163.70793000003
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454266.21138699999,3755184.29339999985
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454274.29737400002,3755183.15126000019
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454287.93429300003,3755189.04248999991
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454247.47411299997,3755150.40639000013
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454183.61078599998,3755178.07300999993
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454183.21951500000,3755173.22108000005
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454213.25188800000,3755184.99011000013
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454267.79939200002,3755170.38591999980
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454231.16627099999,3755200.78923000023
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454279.46682799998,3755263.65699000005
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454285.90740000003,3755264.50845000008
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454292.17566299997,3755267.78770000022
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454311.33245200000,3755312.48368000006
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454265.11148000002,3755261.29924000008
"0",,,,,,,,0.00000000000,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,,0.00000000000,,,,454267.48085800000,3755256.87520000013
